text,rating
"tolong hapus sistem driver bisa memberi bintang di pembeli, karena sistem ini driver gojek pada pilih pilih ambil mana pesanan",1
amat sangat membantu,5
"driver lu pada males, apalagi bandung",2
hemat,4
"Aplikasi buruk ""tidak User Friendly"", Pembatalan pesanan sengaja ditaruh tempat yang sulit dilihat, Chat dengan admin gojek membingungkan, pesanan sudah dapat driver app masih mencari driver lagi akibatnya terpotong pembayaran 2x.",2
100 oke,5
pelayanannya baguss bangett,5
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
bgs.,5
"halo saya baru saja ganti hp, otomatis aplikasi tertutup. ketika ingin buka aplikasi gojek minta verivikasi email. sedangkan email lama saya sudah tidak terpakai lagi. tolong solusinya jek. sudah pakai nomor telepon yg aktif tapi tetap tidak bisa.",4
"tutup aja,,punya driver pada belagu,,di chat ga bales"",,orgmh nungguin aja,,posisinya malah makin jauh,,padahal apa susahnya sih bales KLO ga mau ambil,,pasti gw cancel ko",1
"system gosend buruk,tlg d perbaiki, order baru masuk blm 3 menit sudah d cancel system",1
ok,5
"sering dapet driver yang sengaja diem di tempat, sebenernya kalau gak mau ngambil ya sudah tinggal cancel apa susahnya? Tolong gojek untuk oknum kayak begini dikasih paham ya..",1
"Orang² nya pada ramah semua, dan penuh bertanggung jawab",5
"aplikasi perampok digital,dengan menipu customer lewat biaya promo dan layanan,pdahal smua itu bohong dan sudah terbongkar,pantes driver sering mengeluh,karna tidak sesuainya tarif,bahkan potongannya bisa 50% dari yg telah di bayarkan customer",1
sekarang harga nya mulai normal,5
sering di cancel oleh driver apa lagi sore hari,5
bagus sangat membantu,5
ok,5
Harga nya lebih bersahabat... beda 50% lebih hemat. Terima kasih.,5
"aneh gosend dlu ga smpe 1 jam lebih nunggu driver doang, ini 1 jam nunggu driver blm di ambil blm otw nya. Aneh ga jelas!!!",1
membantu banget,5
so far aman...ga ada kendala,5
lebih nyaman pakai gojek,5
terima kasih telah hadir,5
all the best,5
"Sering Kali Pakai, Mau Input Alamat Agak Susah, Sudah Ketik Dengan Benar, Aplikasinya Sok Tau Ganti Sendiri Nomer Rumahnya & Tidak Bisa Pakai Copy Paste Dlm Input No Telp🤣.",3
okee,5
aplikasi lawak padahal pengguna lama tapi ngajuin gopay pinjam susah banget kek limit banyak aja kocak,1
aplikasi tanpa customer service..sama swkali gak membantu,1
kecewa gocats error,3
mempermudah,5
pesen 2x di bataljn trus gatau kenapa heran,4
titik jemput harus lebih akurat,4
udah pesen 10x gk dapet driver,1
"Mudah, murah, cepat, aman.",5
Good,4
oke,5
"gofood buat panduan resto untuk cari makanan terdekat aja harga asli sama aplikasi 3xlipat,order sekali trus kalo cocok masakanya minta nomer resto pesenan offlen lebih irit",5
"ok nice, tpi mehong .. gpplah",5
sangat bagus pelayanannya dan cepat,5
pelayanan terpercaya,5
bagus,5
sangat ramah dan efisien cocok dozaman sekarang,5
sangat membantu buat kita yg sibuk,5
"Selamat siang Pihak Gopay, saya mau menyampaikan kekecewaan saya, yg dimana ketika pengisian pulsa nomor tlfn tidak terdaftar tetapi saldo tetap berkurang. payah banget ini..",1
saya di tuduh menyalah gunakan promo jadi tidak ada promo sama sekali di gojek dan juga daftar goplus tidak bisa. tp tidak di info penyalahgunaan dlm bentuk apa. knp dak jelas CS tlp dan Chat jawabannya Tamplate semuaaaa,1
aplikasi gojek sangat membantu,4
mantabb,5
apaan jir udah di edit alamat nya ttep ongkosnya ga berubah. gua mau Bekasi ke Bogor trs gua edit alamat jadi masih di daerah Bekasi ttep aja harganya segitu jadi terpaksa gua bayar 136 cuma buat beberapa kilo doang,1
order grap carnya cpt g lma lnsg dtng..,5
mantap,5
bagus,5
Sangat bermanfaat dan bermanfaat saat melakukan perjalanan,5
"sopirnya baik sopan senang bercanda ,,,,good job👍👍👍",5
terbaik,5
"pesen gocar suka gaada respon dan lama bgt, gabisa menghubungi drivernya dan nomer telfonnya jg ga keliatan, semenjak penggantian pemimpin gojek jadi down grade..",1
hmm oke oke,5
sering gangguan skrg mah,2
sangat buruk dan ongkos nya sangat mahal,1
bagus,4
membutuhkan Go-Jek,5
"Tadi mau tf ke bank gabisa:( harus upgrade dulu ke gopay plus,ada niatan mau upgrade tapi takut prosesnya lama meskipun prosesnya lama saya tetep cobain upgrade ke gopay plus tiba tiba prosesnya upgrade nya cepet dong ga sampe 30menit mantep deh.",5
sangat cocok bertransportasi simple cepat good,5
👍👍👍✅️,5
gaus banget,5
"pelayanan semakin buruk, ada driver yang dekat malah dikasih driver yang jauh",1
stres dah 3 hari dikerjain pas main bolak balok maksudnya kalo mau kasih balok 5 ada jarak di skornya ini masalahnya dapat balok 5 gak berapa lama 4-6 balok udah muncul lagi aja gimana gak kesel ngotak lah bikin game gw udah buang banyak Ruby tapi dibercandain gitu gak lucu blok,1
"sangat membantu,juga transportasi cepat.",5
"keren dan baik abang nya ,, terimakasih gojek ...",5
"Gopaynya di perbaiki lagi utk masalah perbaikan yg misal no akun ya hilang,, Kalo bisa dipermudah, Jangan mempersulit pengguna nya yg ingin mengaktifkan lagi ato mengganti nomernya,, terimakasih,, Mohon berhatihati bagi yg menyimpan uangnya disaldo gopay,, utk perbaikan secara lgsung lewat customernya juga tidak bisa,, pas ditelpon harus tetep lewat form diapk gopay,, udah gitu pertanyaan nya sangat mempersulit pengguna nya.. Sehingga nomer yg lama yg hilang tidak bisa diganti,, sekian trims",1
mantap,5
Sangat membantu,5
puas,4
bagus,5
sempurna,5
mantap,5
"Saatnya tinggalkan gojek dan gofood, apalagi gofoodnya mahal2, jauh beda pas datang ke tempatnya, kasihan yg umkm cuma memperkaya developer gojeknya, tapi ya biarlah ga bakal lama lagi aplikasi kek gini akan di gantikan dengan yang lain",1
gojek makin kesini jadi mahall bangeet gilaa apalagi pas hujan udah gitu cari driver nya lamaaaaa bgt astaga. . BAYANGIN jarak tempuh ke lokasi tujuan 7 menit lalu ongkos nya 18rb dan itu hampir 20rb! belum lagi nanti saat cuaca sedang hujan!! menurut saya harga segitu sangat sangat tidak affordable,1
assalamualaikum,5
good okee nicee seringin promo,5
aplikasi ga jelas tolol,1
"saya mau bikin akun gojek, udah ganti email bbrpa kali ttep gbisa hmm aneh bgt pdhl pake akun baru ttep gbisa",1
"fitur dlm aplikasi sdh bagus cm sering bgt posisi kita salah terbaca oleh maps jd driver kesulitan lokasi kita yg benar, mohon diperbaiki, terima kasih",5
Tolong untuk lokasi lebih akurat lagi,4
Mantaap👍😍,5
ok,5
bagus,5
mantap,5
oke,5
baik,5
mantap aplikasi nya,5
bagus,5
susah cari driver,2
"Customer udah nunggu 1 jam, driver ga ngabarin kalo ga di pick up. Nunggu customer duluan yang hubungin, kejadian kaya gini ga sekali dua kali sering bgt. Non aktifin aja mode hematnya buang waktu orang lain",2
saya pernah salah alamat pakai aplikasi,2
puas,5
sudah bagus semua.,5
"Sengaja rate di apk pelanggan kalo di apk driver mana pernah di respon , sbg driver goride maps sangat membantu menjalankan order . Bulan lalu gopartner tidak menggunakan mapa google tapi maps internal buatan gojek sendiri dan ini banyak banget bug - nya . Seminggu ini terhitung 14 - 21 Mei maps hanya sinkron saat menjemput customer. Saat melakukan pengantaran maps tidak bisa sinkron dan hanya maps di apk driver yang bisa itupun tidak bisa zoom dan hanya warna alur orange kecil sesuai rute tujua",1
Kalau pesan makanan kenapa enggak bisa kirim gambar dari galeri foto ya buat nunjukin ke driver,3
ngotak dikit lahh kalau ngasih biaya layanan. makanan sma biaya layanan bisa mahal biaya layanan,1
Aplikasi paling mantap karya anak bangsa,5
bagus aplikasi nya,5
mantap,5
"LEMOT, STATUS GA BERUBAH BERUBAH NGE STUCK",1
kuli bangunan,5
okkkkk,5
driver nya sdm rendah semua,1
selalu menyenangkan,5
instal dari 2018 sampai skrng ga kebuka spinjam aneh bgt padahal udh ratusan transaksi mending gua uninstall lah pindah ke Maxim lebih murah lagi,1
masa ada jarak yg terdekat di lewatkan jarak yg jauh gimn seh app gojek ini... padahal saya liat bisa di lewatkan jalan yg tdk berkelok2. tolong di benerkan... sering pake gojek kok updateannya keok... ( kasus lama) kasus baru pesen mkn kayak pesen antrian sembako yg kena php. masa udh pilih alamat dikasih alamat terdekat lagi. tiap buka app tiba2 hang tutup app sendiri. aneh kok gojek,1
aku kasih bintang 1 soalnya aku customer gojek udah bertahun tahun pakai gojek gocar gofood gosend tapi ketika aku ajukan gopaylatter & Gopinjam satupun tidak di setujui..... emangnya lu doang hey heyy gojek gua stop gunakan aplikasi elu masih ada aplikasi ijo sebelah yang lebih baik daripada elo gojek,1
"Semoga titik jemput pas lokasi biar driver nya jadi ga muter"" nyari lokasi gw",5
Transportasi yg sangat baik untuk sayayg mau berpergian dekat maupun jauh,5
kenapa game GoCats tidak bisa dimainkan? seru-seruan utk dapat coin. lumayan buat bayar tagihan,3
"GOJEK MAKIN SINI MAKIN ANCUR SUSAH DAPET DRIVER, GILIRAN DAPET MALAH YANG JAUH, APALAGI KALO PESEN GOFOOD",5
"cepat respon, drivernya sangat ramah, harga terjangkau",5
efektif,5
mantafff,5
sangat mudah dan terpercaya,5
Mantap jaya,5
"gatau,intinya bagus",5
mantap is the best,5
sudah bagus tapi baiknya untuk gobox juga bisa dishare untuk tracking perjalanannya seperti gosend supaya lebih aman klw belum input foto pickup belum bisa jalan ketahap selanjutnya supaya sama -sama aman baik driver pengirim dan penerima,4
good,5
mantap,5
baik,4
mahal sekrg klo pesan gofood di gojek biaya penanganannya mahal gila,1
SIMPEL,5
mantab,5
bagus,5
mantap,5
kenapa gojek akhir akhir ini titik mapnya melenceng dari titik lokasi penjemputan,5
"menyenangkan, driver sdh berpengalaman. tidak menunggu lama mencari driver",5
"drivernya sering banyak masalah dan sering meng akali sistem dengan meminta penumpang memesan secara offline dengan alasan biar tidak ada potongan.sekalipun kita sudah memesan online driver memaksa utk kita yang membatalkan tapi tetap naik sama dia cm tidak lewat aplikasi,drivernya jg sering berpakaian tidak lengkap dan rapih alias jorok,jaket bau krn ngk dicuci ntah berapa lama.",1
bagus,5
"sangat baik,terimakasih",5
bagus banget,5
sukaaa bisa belanja scora skincare,5
sukses terus,5
ook sangat membantu perjalanan kami,5
"aplikasinya tidak bisa dipakai, saat saya mau scearh ""lokasi tidak ditemukan"", padahal saya sudah menambahkan lokasi yang sesuai sama tempat tinggal saya",1
"terimakasih ya pak atas pelayanan mengemudi nya, maaf klo tadi uang tip cas nya gak seberapa semoga lancar rezeki nya, jadi lah mitra gojek yg terbaik",5
mntaap,5
sangat ok,5
"Sejauh ini, hanya gojek yang bisa di andalkan dalam segala situasi. dan promonya banyak bangettt.. Makasihh gojek🫶🏻🫶🏻😍",5
sangat membantu dan sangat memuaskan pelanggan,5
Mantap Terbaik....,5
bagus,4
pembayaran selalu dibatalkan gabisa,1
gojek solusi perjalanan tanpa lama,5
"belakang ini driver lu susah banget, kebanyakan Nyortir orderan, kalo mereka bisa Nyortir orderan kenapa pihak pusatnya ga Nyortir para driver aja, biar driver yg beneran niat kerja aja yg di pilih, yg kebanyakan Nyortir mah pm aja langsung, dapet driver bukannya mendekat titik jemput, ini malah menjauh dari titik jemput, tanpa adanya komunikasi.!!",1
keren,5
baik,5
cepat,5
"cepat datang, pencarian lokasi juga cepat harga bersahabat...",5
"okee banget pelayanannya, i like it this one",5
aplikasi yang sangat membantu sekali.sangat puas dengan pelayanan yang ramah,5
go jek is the best,5
Bagus,5
bagus,5
pak nadiem semangat yaa,5
mantab,5
mantap,5
"aplikasi ojol yg doyan double order, padahal order 1x dapetnya 2 driver, sering kek gini",1
"gimana nasib akun gofood jarak dekat? kami driver dibayar 5ribu rupiah dari orderan gofood padahal customer bayar belasan ribu, APLIKASI SERAKAH PENJAJAH MODERN",1
"harga mahal nyari driver susah,pake prioritas baru dapet...",1
pesan gocar comfort tarif 31. pas charge jadi 41 tanpa ada approval. perlu dikaji cara pembebanan biaya parkir dll tetap melalui persetujuan pemilik akun dan tidak langsung dr driver,3
Mantaap,5
lebih cepat dan lebih,5
mantapp...cpt..penanganan...langsung tancap..,5
aplikator tidak mau bertanggung jawab makan hak anak yatim uang tidak di kembalikan,1
isi saldo kok bisa berkurang sendiri saldo gopaynya,4
sangat responsif,5
mantul...,5
"😝😝😝👍 six itu yg j apa b y gan yg ada ,",2
mantan,5
bosen nyender saya . parah,5
ok,5
jangan muncul di iklan game bae napa,1
sangat bagus,5
Sangat memuaskan layanannya.,5
wow ini bagus banget malah murah lagi pokok nya bagus bnget dah,5
mantap,4
makanan lengkap hanya biaya pengiriman terlalu mahal harap bisa di turunkan ya,3
mantul,5
"kirain cuma sekali dua kali, TERNYATA SISTEM TOP UP GOPAY DIRUBAH YA KALO LEWAT M-BANKING. BIAYA ADMIN BUKAN DARI BANK LAGI TAPI SALDO YG MASYJ KR GOPAY YG DIPOTONG!! TOP UP 100 RIBU BIAYA ADMIN GA ADA PAS CEK KENAPA SALDO YG MASUK CUMA 98-99K!!",1
"permainan baloknya kek nipu. soalnya pas skor udah 500 katanya ada sktivitas tidak wajar terdeteksi, hadiah ga bisa diambil wkwkwk",2
"apk aneh, percuma ngasih voucher potongan harga kalau drivernya gak ada yang mau,dan ada yang marah malahan,JD buat apa sih dikasih tu diskon",1
"sangat membantu, harga terjangkau",5
good 👌👍,5
"ini juga, main bolak balok sudah skor 500, malah ada keterangan ""aktivitas tidak wajar"". kepala kamu gak wajar. ngasih uang receh 10 rupiah aja dipersulit. percuma update tapi kayak gini gak becus diperbaiki. saya main pakai otak saya sendiri gak pakai bot. main game udah jujur tapi disabotase terus",1
"lucu ya, ngasih paylater limit besar ,tapi giliran rajin pakai di blokir wkwkwkkw, aneh.kalau takut gak usa kasih limit biar gak di pakai",5
"dear gojek . kalian begitu hebat kebohongan kalian dihadapan publik, sementara mitra2 kalian, diperas habis sampai ketulang2nya. dimana yg kalian bilang sdh berlaku adil sama mitra2 kalian. sistem pemeras darah mitra2 kalian.",1
bagus,5
aku yakin makin kesini customer mu yang loyal itu akan pindah aplikasi lain. lu ngasih program yg sangat merugikan driver dan customer. setiap cs order dapat driver nya jauh. akhirnya driver gak gerak untuk jemput karena yang mereka dapat tarif dasar dri titik jemput ke tujuan 2.000/km. logikanya klo posisi driver 3km dari titik jemput lalu antar 4km yang mereka dapat 8ribu (dengan menempuh jarak 7km). jadi 8ribu di bagi 7km = Rp 1.144/km itupun yang kata nya driver masih bayar program langcor.,1
"map sering gak bisa jalan jadi gak bisa pantau pesanan sampai mana,hemmmmmm",5
"aplikasi layanan pengantaran yang sangat bagus dan juga harganya yang terjangkau juga cepat penjemputan maupun mengantarkan, aplikasi ok tanpa iklan tidak ribet",5
mantap,5
ramah dan tidak ugal ugalan,5
busukapk nya cs nya busuk juga ga bisa ngatasin masalah malah di biarinlaporan dari tanggal 16 sampe saat ini ga di bales cs nya buruk,1
gampang,5
"Semua jenis Pelayanan baik Driver, Blanja Makan Minum juga saat di Kota yang SDH tersedia Belanja Super Marketnya, Sangat Memuaskan. Tingkatkan terus Inovasinya...",5
very helpfull,5
nyari driver lambat,1
mudah dan sangat membantu,5
gojek emang keren pas di dompet mantul,5
pelayanan sangat baik dan lengkap,5
luar biasa mantap,5
ok,5
mantap,5
"tidak sangat bagus,dibutuhkan tapi tidak direspon",1
recomend,5
josss,5
"sangat mengecewakan. awalnya merasa senang memakai aplikasi gojek untuk order makanan. tapi hari ini saya dapat pengalaman tdk menyenangkan. saya mengorder makanan dan membayar dengan gopay, alan tetapi driver tdk mengantarkan pesanan makanan kepada sy, sedangakna driver sdh menyelesiakan pesanan. sangat buruk.. hati² bagi yg mengorder dgn pembayaran gopay. jgn smpai mengalami pengalman seperti sy",5
mantap,5
jos,5
mantap,5
Ok,5
"bintang 1 saja ,untuk permasalahan pembatalan pesanan go food masih jauh dari harapan mau membatalkan pesanan karena driver tidak tersedia di suruh nunggu ,30 -60menit dah hilang mut mau mkn nya",1
mantap,5
👍🏻💪🏻,5
"Gatau kenapa gojek di daerahku (Jember Kota) susah dapetnya, ga dapet² malah. Padahal dulu lancar² aja. Terus aku ganti ke apk Gr.... langsung dapet gasampe 5 detik. Tolong di perbaiki, waktu itu juga dapet driver yang ga pake helm & jaket gojek, dan juga pelayanannya terkesan cuek huaa.....akhirnya ku kasih bintang 1",1
aplikasi ok pertahankan 👍👍,5
good,5
senang karena sangat membantu untuk ketempat tujuan,5
mantap.......,5
ngadain diskon tapi pencarian driver nya diperlama,1
"bagus, bagus bangat",4
membantu,5
sangat nyaman,5
aplikasi yg sangat membantu sekali,5
"Tidak pernah ganti hp, tapi kalo isi gopay selalu minta verifikasi, yg motong pulsa 760 rupiah",5
very cool,5
sejauh ini bagus tapi Ksel KLO pesanan GK ada ongkos harus sesuai,3
driver tepat waktu dan tujuan,5
mantap,5
sementara 4 dulu karena gak bisa pakek promo,4
baguss bngtt pelayanan mantapp,5
"tolong dong berikan sistem untuk ngasih bintang ke driver yang nge cancel seenak jidat, masa driver doang yg bisa nge rating klo cust yg nge cancel, kita udh nunggu lama juga, giliran udh setengah jalan, si driver malah cancel seenaknya",5
perlu perbaikan. mau login pakai pemindai wajah gagal terus,2
mantap,5
"selama ini saya pakai jasa antar jemput gojek baik itu motor,mobil semuanya alhamdulillah sangat memuaskan..👍👍",5
"aplikasi oke,lancar tidak ada kendala.. sukses terus yaa..go,invest ,go pinjam ,gojek..",5
Oke,5
untuk aplikasi gojek atau gopay pinjam kalou mau infoin gopay pinjam jangan smua di hbungi di pesan iya di tlfon iya kalou udh di tlfon yaudh udh jgn malah di pesan juga skli cukup,1
trimakasih lay,5
Sangat membantu,5
ok,5
good,5
"Banyak driver yg gamau ambil orderan tapi gamau cancel dan sengaja ga bales chat. Sangat buang² waktu, pdhal fitur chat ada untuk komunikasi.",1
cepat tepat aman,5
"josgandos....aman...pokok e sip lagh trimakasih bapak² godrive yang udah senantiasa antar dan jemput kami..sehat,hati² dan lancar rejeki sarangeeeee🧡",5
mantul,5
kadang ketemu mobil yang baunya kurang enak,4
bagus,5
bagus,4
ok,5
baik sopan,5
Aku suka aplikasi nya bagus,5
lama pas cari driver apalagi gocar padahal dh yang prioritas,2
Menyenangkan,5
oke lah,5
mempermudah,5
mantap,5
sangat membantu,5
oke,5
"drivernya dtg tepat waktu, dan sangat hati2 membawa penumpang",5
mantap. sangat membantu,5
tilok dan alamat dibogor tiba2 kegeser dan berubah jadi tilok sekolah dijakarta 😂,1
good,5
"setiap saya memesan go car, estimasi nya tidak pernah berubah. dan supirnya tidak membalas chat. saya menunggu lebih dari estimasi.",1
mantap,5
Very Good And Profesional Service.,5
okeeee kereeeeeeen,5
amanah,5
buat apa ngasih limit gede gede tapi gak bisa dipake semua kan tolol,1
"sangat mengecewakan setiap saya mau order tranportasi pasti dapat yg jauh bgt , selalu begtu, padahal gojek disekitar saya banyak pada nganggur g dpt orderan, harus nya Uda sampe rumah setengah jam kadang lebih mlh cm ngabisin waktu nunggu gojek dari dunia lain dlu🤮",1
banyak diskonnya 👍,5
mantab,5
1 jam cuma buat nyari driver baik ga usah itu pun harus di cancelin bagus grab,1
gojek good,5
bagus,5
good..excellent in service.,5
"driver go foodnya gak mau ambil makanannya sampai restonya nunggu lama , ke pusat bantuan hanya ada pilihan keluhan yg gak guna , cs nya robot",1
baguss,5
Aplikasi Andalan kalo daruratt mantepp pooll,5
ok punya,5
efisien,5
oke tank yuo,5
"Lancar, aman dan Slamet sampai tujuan.",5
Baru nyoba investasi emas lewat gojek semoga konsisten dan aman,5
sebel bgt sm fitur di gofood skrg stiap mau pesen makanan bisanya pilih yg cepat ketimbang yg murah sengaja bgt bayar ongkir 2x lipat,1
melayani dengan hati,5
knpa loginnya susah bener sinyal bagus tolong diperbaiki lagi,1
terimakasih a,5
"parah sih driver lu pada min kalo hujan, atau habis ujan pada kompak bgt nonaktif aplikasi.. kejadian di St. Palmerah gw mesen lewat aplikasi, pada maunya tanpa aplikasi. padahal di aplikasi cuma 15k-17k doang. pada getok harga offline 25k-35k. anjjj.. pake aplikasi sampe 1jam ga dapet driver. evaluasi lagi dehhh tuuu 🫠. nanti gw ubah bintang klo udah bner.",2
layanan transportasi yang efesien praktis,5
"Murah, Mudah dan Amanah",5
mantap sukses terus dam jaya selalu gojek,5
"Driver hebat ,,makasih ,,",5
"masa driver tidak bergerak, tidak ada respon telp mau pun chat saya kena potongan 3000 untuk pembatalan, klodriver nya diam tak bergerak trus gmn apa kita sebagai castamer ga boleh mlkukan pembatalan gtu... tolong donk saya dua kali harus bayar 3000x2 pembatalan gila ga tuh... tolong kasih solusi ke kita sbgai castamer",4
Muantaab 👍👍 Apk yg keren banget sangat membantu dalam berbagai bidang pekerjaan 👍👍,5
ok,5
semua bisa mudah sat-set 2x,5
"sejauh ini saya pakai gojek sangat baik... drivernya baik2 n sopan2,.. terimakasih gojek 🙏🙏🙏🙏🙏",5
"PayLater itu RIBA, RIBA hukumnya HARAM",1
terpercaya,5
"jelek banget sekarang pelayanan nya, saya pesan food bayar full,tetapi kumpulin pesanan saya dgn orang lain.woi gw bukan bayar hemat.",1
bagus,5
"server sering down saat2 genting, mohon petunjuk pengunaan",4
aplikasi sangat bagus pembayaran mudah,1
Sangat Mudah Dan Gampang. Pokok nya oke lah buat Apk Gojek nya. dan buat para driver nya semangat yah😁,5
👍,5
baik membantu,5
"update doang orderan nya g ada paya apk bgini mah ,",5
bagus,5
"jaringan lancar, Tiba-tiba error app gak bisa dibuka, sering bngt gangguan go-jek ni",1
mantap,5
"Aplikasi bug, saya mau batalkan Gojek PLUS tapi tombol pembatalannya sengaja dihilangkan/abu-abu. Saat saya cari di bagian bawah menu langganan malah adanya tombol berlangganan warna abu abu dan tidak bisa dipencet. Tolong matikan perpanjangan otomatis akun saya sekarang juga!",1
"pelayanan ramah, good",5
effektif dan effisien ga ribet cari parkir,5
terus profesional,5
sangat membantu saat berpergian terutama yang tidak memiliki kendaraan probadi,5
buruk murah banget,1
aplikasi sejuta ummat yg sangat bermanfaat,5
oke,5
banyak membantu & mempermudah segala hal terima kasih!,5
Sangat bagus dan jelas pelayanan nya... tingkat kan agar menjadi lebih baik 🙏🙏🙏,5
bagus,5
"Tolong itu driver yang bernama DANIEL SANTOSO Dengan plat nomor B5016KEY honda beat diberi sanksi. paket saya gosend instant berupa LAPTOP tak sampai dengan alasan saya tidak bisa dihubungi tetapi dia Mencari IG saya lalu dia DM saya dengan Nada tinggi tidak sopan lalu saya telpon malah marah², mencaci dan maki saya, lalu dia blokir saya. Saya sebagai konsumen Dan tempat saya memesan paket Merasa di rugikan dlm hal uang, waktu dan tenaga. tolong untuk drivernya lebih diperhatikan kembali.",1
oke,5
aplikasi nya ngebug ga ada tanda kirim file jadi ga bisa kirim nota ke kurirnya,1
good,5
"Sejauh ini masih bagus lah dari pelayanan, semoga lebih ditingkatkan lagi.",5
sangatt besssss,5
gausah suru2 kasih makan kucing lah. notif berkali2 ganggu aja.. kucing alam nyata udah banyak ini nambah2 beban aja,1
top wes,5
"Opsi sistem pembayaran agar dapat ditambahkan seperti: QRIS, atau lainnya yg blm ada sehingga mempermudah transaksi",4
ramah,5
makasihhh,4
lancar app,5
Ok,5
"aplikasi susah mencari lokasi sendiri , aplikasi kurang canggih",1
the best,5
senag naik gojek,5
ajarin drivermu tentang adab dan akhlak,1
"tadi msih ada gangguan sinyal, meski bagus",4
bagus,5
"sangat baik, harga terjangkau buat mahasiswa",5
Nyaman & tepat waktu,5
"gak ada sangsi kah kalau tiba"" driver cancel,,padahal udah sampai tempat penjemputan..",2
bagus sangat bermanfaat,5
okelah,5
mau pesen gofood malah gabisa katanya sinyal gaada padahal wifi bagus jangan install ges,1
"nyaman , tepat waktu",5
ok,5
Biaya admin maruk,1
pesen mudah dan cepat sehingga memudahkan pemakaian,5
driver disini cepat respon baik penjemputan sampai pengantaran ke tujuan.,5
banyakan di cancel anj padahal deket malah di cancel,1
🖤🖤,5
Nice and Thank you 🙏,5
mantap,5
bagus,5
"saya memesan gocar, sudah dapat driver, ok. tapi driver tidak menjemput, malah di maps driver semakin jauh dari lokasi penjemputan. driver tidak membalas dan tidak memberikan konfirmasi jika tidak mau menjemput. malah saya terkena biaya pembatalan 3,000 rupiah. bukan soal nominalnya, tapi kok kocak, saya tidak di jemput, saya tidak membatalkan, malah saya terkena biaya pembatalan, aturan yang sangat aneh, merugikan customer, di tunggu berjam-jam tidak di jemput. 👎",1
"dengan gojek, semakin mudah dan aman",5
kacau si ini kalo setiap pesan GO-SEND gapernah mau jemput sesuai titik penjemputan,1
"Menurut saya aplikasinya bisa banget mempermudah kita untuk belanja apa saja, mau belanja kebutuhan dapur, makan dan pergi kemanapun pakai saja gojek. tingkatkan pelayanan dan promo biar banyak yg pakai.",5
amanah,5
drivernya sopan dan ramah,5
mantap,5
Terima kasih sudah mengantarku kemana-mana,5
lama lama apk nya jadi apk buruk jelek.. apk ga guna,1
Aplikasi gojek kalo daftar mudah tapi giliran mau hapus akun dipersulit.,1
sangat baik,5
"aplikasinya bagus yang kurang bagus tuh menu²nya gofood, dimana banyak sekali masalah,ada di resto,makanan yang dijual, terutama makanan,ayam crispy,yang basi dan tepung nya gosong, seperti ayam crispy kmaren yang digoreng ulang,",1
ok,5
aplikasi zalim bodoh dongo ongkir gofood lebih mahal drpd makanannya,1
plis dapetin Drive nya cepatan dikit keburu ga mood makan,5
"aplikasi yg baik, berguna dan slalu bisa diandalkan 🙏",5
bagus sikap dan ramah,5
ok,5
"selalu membantu, terima kasih Gojek",5
"apk error, mau batalin langganan nggak bisa, tolong perbaiki, mana di ambon resto yang plus cuma dikit, bisa dihitung jari, rugi banget",1
sngat membantu .. drivernya sabar walaupun dari pagi on siang baru dapat orderan katanya...semangat para driver,5
baik ramah sopan..,5
good,5
good lah,5
pelayanan nya ramah,5
terus tingkatkan,5
aplikasi yg sangat membantu,5
bagus banget,5
sangat membantu. terima kasih ya🙏,5
"kalo ingin sedekah kepada tukang becak , naik becak , tetapi biayanya lebih mahal , kalo pengen hemat naik Go-Jek aja ,,, aplikasi yang sangat membantu ... thanks pak nadhim Makarim",5
luarbiasa ‼️,5
no good,1
bagus pelayanan atas nama M.resky Hamdani,5
"bintang 1, kebanyakan bug. nyusahin pengguna.",1
aplikasi nya sangat bagus,5
top,5
good luck!,5
"pelayanan ok, penjemputan cepat",5
mantab cepat,5
Ini kenapa akun saya tidak bisa masuk lagi ya?? Kmren sebelum log out itu tiap buka agak buram kayak lag gitu Mau coba daftar baru lagi juga gabisa masuk Udh 3 minggu juga begini terus Ada solusi kah??,5
"ngapain dikasih fitur ""batal"" kalo ternyata klik batal bisa nurunin performa driver. aku kan gk ngerti kalo batalin ternyata berdampak pada akun driver. habis dimaki2 aku sama drivernya.",5
Good,5
Jelek,5
pelayanan pada lama,1
sangat bermanfaat,5
Kenapa nomor saya tiap daftar gopayletter selalu ditolak,5
tarif terlalu tinggi,1
harus verifikasi email tapi link email juga tidak di kirim .. aneh,1
"gojek makin hari makin mahal aja, udah gak kayak dulu...",4
driver nya baik-baik,5
apk gk jls titik gk sesuai mendingan pake grab lokasi rumah sya bnr,1
Cukup membantu dan memudahkan untuk q yg mageran🙏,4
makasih pa,5
"Pelayanan mantap, pertahankan.",5
jangan download aolikasi berbahaya ada 22++,1
"aman,nyaman,no cancel cancel",5
bagus,5
bagus,4
"membantu sekali, apalagi harus keluar masuk desa.",4
memuaskan,5
sesuai waktu,5
top,5
baik,5
perjalanan paling nyaman,5
mantab,5
"potongan komisi ke driver 40%, layanan goride reguler dijadikan hemat semua begitu masuk ke driver. tidak sesuai fakta di lapangan . cs bot menyusahkan driver dan pelanggan.",1
mantap,5
ongkirnya makin mahal sekali..,3
"nyaman, murah dan cepat",5
