text,rating,length,clean_text,word_count
good hanya ada kekurangan saat membatalkan driver yg tdk bergerak kenapa kami sebagai pelanggan dipotong biaya ?? seminggu sebelumnya pesan go car pengemudi di telp gak diangkat chat tdk dibalash.. posisi kendaraan tdk gerak2 nunggu 15 menitan mana hujan lagi .,4,261,good hanya ada kekurangan saat membatalkan driver yg tdk bergerak kenapa kami sebagai pelanggan dipotong biaya seminggu sebelumnya pesan go car pengemudi di telp gak diangkat chat tdk dibalash posisi kendaraan tdk gerak nunggu menitan mana hujan lagi,38
perihal orderan searah kenapa akun sedang di arahkan tapi orderan tidak searah masukk..tolong di perbaiki kembali seperti semula di mana driver ts hanya orderen searah aja yg masuk,5,180,perihal orderan searah kenapa akun sedang di arahkan tapi orderan tidak searah masukktolong di perbaiki kembali seperti semula di mana driver ts hanya orderen searah aja yg masuk,28
suka kalo banyak diskonnya,5,26,suka kalo banyak diskonnya,4
gojek banyak dosa ceo nya dipenjara,1,35,gojek banyak dosa ceo nya dipenjara,6
aplikasi aneh aku dah cancel kok tiba tiba muncul driver,1,56,aplikasi aneh aku dah cancel kok tiba tiba muncul driver,10
alhamdulillah trbantu bgt dengan layanan gojek..🫰,5,49,alhamdulillah trbantu bgt dengan layanan gojek,6
mudah dan simple,5,16,mudah dan simple,3
gojek murahin tarifnya woy,1,26,gojek murahin tarifnya woy,4
lumayan dapet coin,5,18,lumayan dapet coin,3
"drivernya ramah, wakru penjemputan tepat waktu, pelayanan baik",5,62,drivernya ramah wakru penjemputan tepat waktu pelayanan baik,8
apk nya sangat membantu,5,23,apk nya sangat membantu,4
senang kalo dapat driver nya hamble,5,35,senang kalo dapat driver nya hamble,6
"apa-apaan ini go-pay . biar untuk upgrade ke go-pay plus itu sangat susah, udah berfoto ulang kali tapi nggak berhasil berhasil juga. tolonglah diperbaiki lagi atau bagaimana. nggak capek nih ambil fotonya terus",1,211,apaapaan ini gopay biar untuk upgrade ke gopay plus itu sangat susah udah berfoto ulang kali tapi nggak berhasil berhasil juga tolonglah diperbaiki lagi atau bagaimana nggak capek nih ambil fotonya terus,32
sejauh ini ok dan sangat memuaskan dengan aplikasi gojek.semoga sehat terus pejuang gojek untuk keluarga nya.aamiin,5,115,sejauh ini ok dan sangat memuaskan dengan aplikasi gojeksemoga sehat terus pejuang gojek untuk keluarga nyaaamiin,16
"anjirrr ... sekalinya pake gopay latter 23rb , telat sehari krna lupa , denda ny 50rb .. mo haji yak ??? tau gak sih kalo lu itu mahall ...",1,139,anjirrr sekalinya pake gopay latter rb telat sehari krna lupa denda ny rb mo haji yak tau gak sih kalo lu itu mahall,23
aplikasi lemot buat mesen mau cek ja muter2 melulu padahal jaringan ok gk ada kendala tolong d perbaiki,1,103,aplikasi lemot buat mesen mau cek ja muter melulu padahal jaringan ok gk ada kendala tolong d perbaiki,18
pesanan makanan tidak bisa dibatalkan dengan cepat apabila tidak ada driver padahal mau pesan makanya lain tapi takut dobel gara-gara stts masih gantung nunggu driver mana sejam lagi baru bisa dibatalin,1,202,pesanan makanan tidak bisa dibatalkan dengan cepat apabila tidak ada driver padahal mau pesan makanya lain tapi takut dobel garagara stts masih gantung nunggu driver mana sejam lagi baru bisa dibatalin,31
"untuk gocar tolong banget diperbaiki saya sampe 6x/7x pesan driver menolak alasan posisi jauh padahal sangat dekat cuma 5 menit saja ke posisi saya ,tidak mau hanya karena saya digang ,padahal jalan cukup untuk mobil ,posisi saya mau bawa ibu saya berobat.sampai saya ganti ke grab baru saya bisa bawa ibu saya.bner"" bkin saya sesak rasanya order gocar! satu jam saya pesan kalian tidak ada yang mau padahal saya hapus voucher supaya argo tetap normal!",3,452,untuk gocar tolong banget diperbaiki saya sampe xx pesan driver menolak alasan posisi jauh padahal sangat dekat cuma menit saja ke posisi saya tidak mau hanya karena saya digang padahal jalan cukup untuk mobil posisi saya mau bawa ibu saya berobatsampai saya ganti ke grab baru saya bisa bawa ibu sayabner bkin saya sesak rasanya order gocar satu jam saya pesan kalian tidak ada yang mau padahal saya hapus voucher supaya argo tetap normal,74
aplikasi yg sangat amat membantuuuu...,5,38,aplikasi yg sangat amat membantuuuu,5
baru mau nyoba,5,14,baru mau nyoba,3
ngebantu banget sumpa,5,21,ngebantu banget sumpa,3
dengan adanya aplikasi ini semuanya jadi mudah,5,46,dengan adanya aplikasi ini semuanya jadi mudah,7
untuk kenyamanaan dan keamanan pilih aplikasi gojek...tidak mengecewakan... kalau ngak percaya coba aja...gojek merupakan layanan publik yg sangat saya sukaiii...banyak kemudahan yg di berikan...,5,195,untuk kenyamanaan dan keamanan pilih aplikasi gojektidak mengecewakan kalau ngak percaya coba ajagojek merupakan layanan publik yg sangat saya sukaiiibanyak kemudahan yg di berikan,24
kita tahula manfaatnya gimana,5,29,kita tahula manfaatnya gimana,4
"tolong dong info saldo di aplikasi gojek biar bisa hide/unhide jangan melotot mulu, kadang gak enak kalo ada yg liat makasih sebelumnya",1,135,tolong dong info saldo di aplikasi gojek biar bisa hideunhide jangan melotot mulu kadang gak enak kalo ada yg liat makasih sebelumnya,22
setiap hari senin sampai kamis saya ga boleh dapat trip goride dari sistem? harus gosend ya? kalau ga aktifin layanan gosend ga bakal dapat trip sama sekali? ga ngasih gaji ko ngatur saya harus bawa trip apa? kalau ga patuh sama sistem akunnya dibikin anyep ya? atau harus ikut program langganan gacor?? emang biadab banget sistem gojek!!,1,338,setiap hari senin sampai kamis saya ga boleh dapat trip goride dari sistem harus gosend ya kalau ga aktifin layanan gosend ga bakal dapat trip sama sekali ga ngasih gaji ko ngatur saya harus bawa trip apa kalau ga patuh sama sistem akunnya dibikin anyep ya atau harus ikut program langganan gacor emang biadab banget sistem gojek,57
tidak bisa memesan apapun di tolak,5,34,tidak bisa memesan apapun di tolak,6
bagus tp knp sdh tdk ada voucher goride gosend lagi seperti dulu,3,64,bagus tp knp sdh tdk ada voucher goride gosend lagi seperti dulu,12
pesanan cepat diantar dan sesuai pesanan,5,40,pesanan cepat diantar dan sesuai pesanan,6
"ramah, cepat, percaya",5,21,ramah cepat percaya,3
kasian driver nya dpt komisi sedikit,1,36,kasian driver nya dpt komisi sedikit,6
belagu banget drivernya nganter tangerang jakarta aja pada di cancel di diemin gak jelas banget gak niat cari duit,1,114,belagu banget drivernya nganter tangerang jakarta aja pada di cancel di diemin gak jelas banget gak niat cari duit,19
kemana pun bisa mudah dengan gojek,5,34,kemana pun bisa mudah dengan gojek,6
mantap semoga lebih baik lagi,5,29,mantap semoga lebih baik lagi,5
"hapus program langganan goride hemat,kasihan driver sudah kena potongan 20% lebih masih di potong lagi program hemat berlangganan",1,129,hapus program langganan goride hematkasihan driver sudah kena potongan lebih masih di potong lagi program hemat berlangganan,17
nah agak lumayan nih sekarang. bintang saya naikin,5,50,nah agak lumayan nih sekarang bintang saya naikin,8
"saya udah coba berulang kali buat install aplikasi ini lagi, penyimpanan aman dan koneksi internet juga aman. tapi kenapa tetap gagal ya? padahal saya udah langganan dari 6 tahun yang lalu. mohon arahannya",2,205,saya udah coba berulang kali buat install aplikasi ini lagi penyimpanan aman dan koneksi internet juga aman tapi kenapa tetap gagal ya padahal saya udah langganan dari tahun yang lalu mohon arahannya,32
"aplikasi lemot, gojeknya ga jelas semua, penjemputan lama",1,57,aplikasi lemot gojeknya ga jelas semua penjemputan lama,8
baru download gakbisa daftar istirahat selama 60 menit lah keburu laperr mau pesen juga,1,87,baru download gakbisa daftar istirahat selama menit lah keburu laperr mau pesen juga,13
abang gojek ramah dan sopan,5,27,abang gojek ramah dan sopan,5
"gojek semakin buruk ,banyak driver yang tidak merespon .bahkan orderan di abaikan dan tidak membalas chat .disiplinkan driver yang tidak merespon atau yang tidak bergerak .sudah tidak bergerak tidak bisa di hubungi.",3,215,gojek semakin buruk banyak driver yang tidak merespon bahkan orderan di abaikan dan tidak membalas chat disiplinkan driver yang tidak merespon atau yang tidak bergerak sudah tidak bergerak tidak bisa di hubungi,32
lama cari driver,2,16,lama cari driver,3
"aplikasi aneh, verifikasi wajah gak bisa, pdhl gua gak operasi muka nya",1,71,aplikasi aneh verifikasi wajah gak bisa pdhl gua gak operasi muka nya,12
"sy baru naik gojek mobil dari lrt cibubur mau ke kotawista , jalur di aplikasi driver kenapa gak bisa dipilih lewat non toll ya .maksud saya mau hemat gak keluarin biaya toll lagi karena . jalanan arteri transyogi masih lancar ..makasih ..poster marpaung",5,254,sy baru naik gojek mobil dari lrt cibubur mau ke kotawista jalur di aplikasi driver kenapa gak bisa dipilih lewat non toll ya maksud saya mau hemat gak keluarin biaya toll lagi karena jalanan arteri transyogi masih lancar makasih poster marpaung,41
"aplikasi maling, bukti transaksi top up udah berhasil dibilang ga masuk",1,71,aplikasi maling bukti transaksi top up udah berhasil dibilang ga masuk,11
"driver nya gajelas semua, kata kasar ada, suruh ngecancel juga ada. dilaporin gaada balesan",1,91,driver nya gajelas semua kata kasar ada suruh ngecancel juga ada dilaporin gaada balesan,14
"semua yg pernah aku tumpang, sopirnya ramah",5,43,semua yg pernah aku tumpang sopirnya ramah,7
driver baik pelayanan baik,5,26,driver baik pelayanan baik,4
aman nyampe rumah,5,17,aman nyampe rumah,3
"kocak bikin ga enak aja, udah selesai sampe tujuan tiba tiba bikin book baru?? asli kasian driver nya",4,101,kocak bikin ga enak aja udah selesai sampe tujuan tiba tiba bikin book baru asli kasian driver nya,18
murah tapi tadi udh di cancel masi aja daet driver bukan soal uang nya tapi soal sistem pelayanannya masa udh di cancel masi disuruh bayar aneh perbaiki tuh sistem nya,3,167,murah tapi tadi udh di cancel masi aja daet driver bukan soal uang nya tapi soal sistem pelayanannya masa udh di cancel masi disuruh bayar aneh perbaiki tuh sistem nya,30
pelayanan tidak membantu.,1,25,pelayanan tidak membantu,3
aplikasi terbaru dg biaya aplikasi 3rb rupiah pertransaksi (go food) ini terlalu besar. kaya dong aplikatornya.,4,111,aplikasi terbaru dg biaya aplikasi rb rupiah pertransaksi go food ini terlalu besar kaya dong aplikatornya,16
"aplikasi ini kenapa sering lemot sendiri ya, padahal sinyal bagus, hape juga masih baru. aneh.",2,94,aplikasi ini kenapa sering lemot sendiri ya padahal sinyal bagus hape juga masih baru aneh,15
tolong rispek lah untuk kariawan nya saya udah nungu sampe ber menit menit tetel ga mao nyanperin mala manjauh,1,110,tolong rispek lah untuk kariawan nya saya udah nungu sampe ber menit menit tetel ga mao nyanperin mala manjauh,19
"mudah, cepat & memuaskan",5,24,mudah cepat memuaskan,3
tidak membantu saya membeli makanan tapi kurang dalam menu tersebut ketika saya komplain sudah melihat peraturan tersebut jika makanan tersebut kurang tetapi yang dikatakan oleh pihak tersebut data tersebut tidak sesuai mau diperlu aturan apa saya sudah foto lengkap beserta makanan nya dibuka makanan tersebut sudah lengkap kecuali makanan yg kurang tersebut saya kasih bintang satu pelayanan nya jelek udah jelas ada yg kurang saran diliat sebelum dinyatakan tidak sesuai,1,473,tidak membantu saya membeli makanan tapi kurang dalam menu tersebut ketika saya komplain sudah melihat peraturan tersebut jika makanan tersebut kurang tetapi yang dikatakan oleh pihak tersebut data tersebut tidak sesuai mau diperlu aturan apa saya sudah foto lengkap beserta makanan nya dibuka makanan tersebut sudah lengkap kecuali makanan yg kurang tersebut saya kasih bintang satu pelayanan nya jelek udah jelas ada yg kurang saran diliat sebelum dinyatakan tidak sesuai,70
top markotop mah,5,16,top markotop mah,3
"biaya jasa aplikasi terlalu mahal sekarang, biasanya nyaman pakai gojek. tapi biaya aplikasi kemahalan. terus gopaylater tidak ada notifikasi pembayaran, telat 1 hari baru di beritahu dendanya 50 ribu😂",1,201,biaya jasa aplikasi terlalu mahal sekarang biasanya nyaman pakai gojek tapi biaya aplikasi kemahalan terus gopaylater tidak ada notifikasi pembayaran telat hari baru di beritahu dendanya ribu,27
"saya biasa menggunakan paylater dan paypinjam, ternyata saya baru tahu bunganya cukup besar dibandingkan pinjaman di toko oren, ok sip selanjutnya tidak akan pakai fitur tsb dan tokped, tokped hanya untuk liat2 barang aja..hehehehe",3,231,saya biasa menggunakan paylater dan paypinjam ternyata saya baru tahu bunganya cukup besar dibandingkan pinjaman di toko oren ok sip selanjutnya tidak akan pakai fitur tsb dan tokped tokped hanya untuk liat barang ajahehehehe,34
pesen goride comfort terus tapi yang dateng selalu motor vario 125 terus .. gmn sih gojek,1,89,pesen goride comfort terus tapi yang dateng selalu motor vario terus gmn sih gojek,14
"lawak bgt, sengaja nggak ngasih notifikasi tagihan trus ngasih denda 50rb hahaha",1,80,lawak bgt sengaja nggak ngasih notifikasi tagihan trus ngasih denda rb hahaha,12
nyaman pakai gojek,5,18,nyaman pakai gojek,3
sangat membantu. terima kasih,5,29,sangat membantu terima kasih,4
isi saldo lewat ewallet lain kena potongan yg tidak di jelaskan pada rincian riwayat transaksi 🙁sangat menyedihkan!,2,115,isi saldo lewat ewallet lain kena potongan yg tidak di jelaskan pada rincian riwayat transaksi sangat menyedihkan,17
"udah bagus banget sih, jujur aku anak sma yang belum dibolehin naik motor sendiri jadi kebantu bangett makasih gojek",5,116,udah bagus banget sih jujur aku anak sma yang belum dibolehin naik motor sendiri jadi kebantu bangett makasih gojek,19
"aplikasi menjebak menyediakan laylateer tapi untuk menguras. pake 8 rb lupa sehari denda 50 rb ga masuk akal. lintas darat. kendaraan juga asal beda nomor plat dan lain""",1,169,aplikasi menjebak menyediakan laylateer tapi untuk menguras pake rb lupa sehari denda rb ga masuk akal lintas darat kendaraan juga asal beda nomor plat dan lain,26
"aplikasinya bagus, namun driver tidak responsif, kebanyakan di cancel, mengecewakan.",2,84,aplikasinya bagus namun driver tidak responsif kebanyakan di cancel mengecewakan,10
"haduhh, ini apk ga niat apa gmna, orang lagi buru-buru malah lama banget nyari driver, trus juga drivernya kebanyakan kok lama kali mau jemput, keburu telat, sampe 20 menit aku nunggu gak dateng dateng",1,201,haduhh ini apk ga niat apa gmna orang lagi buruburu malah lama banget nyari driver trus juga drivernya kebanyakan kok lama kali mau jemput keburu telat sampe menit aku nunggu gak dateng dateng,33
"gojek bego tolol, denda terlambat 50 ribu, gila lu setan",1,56,gojek bego tolol denda terlambat ribu gila lu setan,9
sangat bagus dan membantu,5,25,sangat bagus dan membantu,4
menyenangkan dalam perjalanan..,5,31,menyenangkan dalam perjalanan,3
aplikasi ngeselin bayar gk pernah telat belom waktu jatuh tempo dah di bayar full eh malah di blokir gk jelas gopay gopay,4,121,aplikasi ngeselin bayar gk pernah telat belom waktu jatuh tempo dah di bayar full eh malah di blokir gk jelas gopay gopay,22
cepat dan aman,5,14,cepat dan aman,3
banyak promo..gojek indonesia sukses selalu,5,43,banyak promogojek indonesia sukses selalu,5
"untuk pencarian driver atau kurir makanan nya masih terlalu lama, apalagi kalau lagi urgent selebihnya udh ok",4,109,untuk pencarian driver atau kurir makanan nya masih terlalu lama apalagi kalau lagi urgent selebihnya udh ok,17
kecewa banget aku pake gopay leter saya pake 25rb terlambat 1 hari dendanya 50rb kocak bgt g ngotak si menurut aku pdahal bukan g mau bayar tapi memang lupa bgt😭di tlp pas udah lewat jatuh tempo sehari.,1,202,kecewa banget aku pake gopay leter saya pake rb terlambat hari dendanya rb kocak bgt g ngotak si menurut aku pdahal bukan g mau bayar tapi memang lupa bgtdi tlp pas udah lewat jatuh tempo sehari,36
"driver baik dan ramah , terima kasih pak",5,40,driver baik dan ramah terima kasih pak,7
"driver nya pada belagu, pilih yg prioritas aja gak ada yg ngambil, uninstall dah aplikasi nya",1,93,driver nya pada belagu pilih yg prioritas aja gak ada yg ngambil uninstall dah aplikasi nya,16
