text,rating,length,clean_text,word_count,normalized_text,tokens,final_text
gojek sangat membantu saya untuk aktivitas harian dr antar jemput anak dan aktivitas lain nya.. tp entah knp akhir2 ini oder gojek jd agak susah di dapat.. saat di pagi hari.. sekali dapat itu pun dengen jarak gojek nya sangat jauh sekali..,5,240,gojek sangat membantu saya untuk aktivitas harian dr antar jemput anak dan aktivitas lain nya tp entah knp akhir ini oder gojek jd agak susah di dapat saat di pagi hari sekali dapat itu pun dengen jarak gojek nya sangat jauh sekali,42,gojek sangat membantu saya untuk aktivitas harian dari antar jemput anak dan aktivitas lain nya tapi entah knp akhir ini oder gojek jd agak susah di dapat saat di pagi hari sekali dapat itu pun dengen jarak gojek nya sangat jauh sekali,"['gojek', 'sangat', 'bantu', 'aktivitas', 'hari', 'antar', 'jemput', 'anak', 'aktivitas', 'nya', 'entah', 'knp', 'akhir', 'oder', 'gojek', 'jd', 'susah', 'pagi', 'hari', 'sekali', 'dengen', 'jarak', 'gojek', 'nya', 'sangat', 'jauh', 'sekali']",gojek sangat bantu aktivitas hari antar jemput anak aktivitas nya entah knp akhir oder gojek jd susah pagi hari sekali dengen jarak gojek nya sangat jauh sekali
"makin kesini kok makin kayak begini aplikasi nya jek , bnerin lah sistem nya , orang pesen 1 malah datang 2 kan jadi gk enak jek , kalau kayak gini kepercayaan penumpang makin ilang jek , gimna mau ada perkembangan jek",2,218,makin kesini kok makin kayak begini aplikasi nya jek bnerin lah sistem nya orang pesen malah datang kan jadi gk enak jek kalau kayak gini kepercayaan penumpang makin ilang jek gimna mau ada perkembangan jek,35,makin kesini kok makin kayak begini aplikasi nya jek bnerin lah sistem nya orang pesen malah datang kan jadi tidak enak jek kalau kayak gini kepercayaan penumpang makin ilang jek gimna mau ada perkembangan jek,"['makin', 'kesini', 'kok', 'makin', 'kayak', 'begini', 'aplikasi', 'nya', 'jek', 'bnerin', 'lah', 'sistem', 'nya', 'orang', 'sen', 'malah', 'datang', 'kan', 'jadi', 'enak', 'jek', 'kalau', 'kayak', 'gin', 'percaya', 'tumpang', 'makin', 'ilang', 'jek', 'gimna', 'mau', 'kembang', 'jek']",makin kesini kok makin kayak begini aplikasi nya jek bnerin lah sistem nya orang sen malah datang kan jadi enak jek kalau kayak gin percaya tumpang makin ilang jek gimna mau kembang jek
penyelamat di setiap kemanapun pergi terimakasih gojek.. apk ter the best 👍,5,75,penyelamat di setiap kemanapun pergi terimakasih gojek apk ter the best,11,penyelamat di setiap kemanapun pergi terimakasih gojek apk ter the best,"['selamat', 'mana', 'pergi', 'terimakasih', 'gojek', 'apk', 'ter', 'the', 'best']",selamat mana pergi terimakasih gojek apk ter the best
selalu telat saat ngantarin pesanan,1,35,selalu telat saat ngantarin pesanan,5,selalu telat saat ngantarin pesanan,"['selalu', 'telat', 'ngantarin', 'pesan']",selalu telat ngantarin pesan
"membantu dan baiknya sudah jangkau papua, tinggal nabire yang ditunggu krn byk kuliner enak tp blm ada gojek utk gofood",5,119,membantu dan baiknya sudah jangkau papua tinggal nabire yang ditunggu krn byk kuliner enak tp blm ada gojek utk gofood,20,membantu dan baiknya sudah jangkau papua tinggal nabire yang ditunggu karena byk kuliner enak tapi belum ada gojek utk gofood,"['bantu', 'baik', 'jangkau', 'papua', 'tinggal', 'nabire', 'tunggu', 'byk', 'kuliner', 'enak', 'gojek', 'utk', 'gofood']",bantu baik jangkau papua tinggal nabire tunggu byk kuliner enak gojek utk gofood
"pengguna baru, jika nyaman dan profesional saya naikan bintang 5 ***** bila pesanan saya: *tepat, teruji sasaran, tidak ribet, fokusnya pelanggan*",4,146,pengguna baru jika nyaman dan profesional saya naikan bintang bila pesanan saya tepat teruji sasaran tidak ribet fokusnya pelanggan,19,pengguna baru jika nyaman dan profesional saya naikan bintang bila pesanan saya tepat teruji sasaran tidak ribet fokusnya pelanggan,"['guna', 'baru', 'nyaman', 'profesional', 'naik', 'bintang', 'bila', 'pesan', 'tepat', 'uji', 'sasar', 'ribet', 'fokus', 'langgan']",guna baru nyaman profesional naik bintang bila pesan tepat uji sasar ribet fokus langgan
kalo ikut panduan alhamdulillah teratasi masalah sama kendala yg ada makasi ya min 🙏🙏🙏,5,86,kalo ikut panduan alhamdulillah teratasi masalah sama kendala yg ada makasi ya min,13,kalo ikut panduan alhamdulillah teratasi masalah sama kendala yg ada makasi ya min,"['kalo', 'ikut', 'pandu', 'alhamdulillah', 'atas', 'masalah', 'sama', 'kendala', 'yg', 'makas', 'min']",kalo ikut pandu alhamdulillah atas masalah sama kendala yg makas min
"saya pernah dilecehkan oleh driver gojek, tetapi gojek tidak mau menanggapi hanya karena kurangnya bukti. semenjak kejadian itu saya trauma naik ojol.",1,150,saya pernah dilecehkan oleh driver gojek tetapi gojek tidak mau menanggapi hanya karena kurangnya bukti semenjak kejadian itu saya trauma naik ojol,22,saya pernah dilecehkan oleh driver gojek tetapi gojek tidak mau menanggapi hanya karena kurangnya bukti semenjak kejadian itu saya trauma naik ojol,"['pernah', 'leceh', 'driver', 'gojek', 'gojek', 'mau', 'tanggap', 'kurang', 'bukti', 'semenjak', 'jadi', 'trauma', 'naik', 'ojol']",pernah leceh driver gojek gojek mau tanggap kurang bukti semenjak jadi trauma naik ojol
"kenapa saat mau login gojek selalu ga bisa ya selalu terhenti di verifikasi wajah sama kayak aku mau login ke gopay katanya pencahayaannya kurang padahal pencahayaan sudah bagus, aku sudah lepas kacamata, foto tidak buram. tolong dong dibantu sampai saat ini aku ga bisa masuk ke akun gojek dan gopay aku",4,304,kenapa saat mau login gojek selalu ga bisa ya selalu terhenti di verifikasi wajah sama kayak aku mau login ke gopay katanya pencahayaannya kurang padahal pencahayaan sudah bagus aku sudah lepas kacamata foto tidak buram tolong dong dibantu sampai saat ini aku ga bisa masuk ke akun gojek dan gopay aku,51,kenapa saat mau login gojek selalu tidak bisa ya selalu terhenti di verifikasi wajah sama kayak aku mau login ke gopay katanya pencahayaannya kurang padahal pencahayaan sudah bagus aku sudah lepas kacamata foto tidak buram tolong dong dibantu sampai saat ini aku tidak bisa masuk ke akun gojek dan gopay aku,"['mau', 'login', 'gojek', 'selalu', 'selalu', 'henti', 'verifikasi', 'wajah', 'sama', 'kayak', 'aku', 'mau', 'login', 'gopay', 'kata', 'cahaya', 'kurang', 'padahal', 'cahaya', 'bagus', 'aku', 'lepas', 'kacamata', 'foto', 'buram', 'dong', 'bantu', 'aku', 'masuk', 'akun', 'gojek', 'gopay', 'aku']",mau login gojek selalu selalu henti verifikasi wajah sama kayak aku mau login gopay kata cahaya kurang padahal cahaya bagus aku lepas kacamata foto buram dong bantu aku masuk akun gojek gopay aku
"untuk gocar daerah majalengka, kadipaten banyak supir yang minta uang lebih, 5km minta nya 100rb, di aplikasi padahal 65rb, tertibkan min 🗿 gak bener",1,149,untuk gocar daerah majalengka kadipaten banyak supir yang minta uang lebih km minta nya rb di aplikasi padahal rb tertibkan min gak bener,23,untuk gocar daerah majalengka kadipaten banyak supir yang minta uang lebih km minta nya rb di aplikasi padahal rb tertibkan min gak bener,"['gocar', 'daerah', 'majalengka', 'kadipaten', 'banyak', 'supir', 'minta', 'uang', 'lebih', 'km', 'minta', 'nya', 'rb', 'aplikasi', 'padahal', 'rb', 'tertib', 'min', 'gak', 'bener']",gocar daerah majalengka kadipaten banyak supir minta uang lebih km minta nya rb aplikasi padahal rb tertib min gak bener
untuk layanan gosend terutama gosend multifungsi.. itu potongan nya terlalu ngeri hampir 75% lebih.. kasian para driver lain.. itu saja info dari saya🙏,5,151,untuk layanan gosend terutama gosend multifungsi itu potongan nya terlalu ngeri hampir lebih kasian para driver lain itu saja info dari saya,22,untuk layanan gosend terutama gosend multifungsi itu potongan nya terlalu ngeri hampir lebih kasian para driver lain itu saja info dari saya,"['layan', 'gosend', 'utama', 'gosend', 'multifungsi', 'potong', 'nya', 'terlalu', 'ngeri', 'hampir', 'lebih', 'kasi', 'driver', 'info']",layan gosend utama gosend multifungsi potong nya terlalu ngeri hampir lebih kasi driver info
banyak²in promo yaa hehehe 🙏😍,5,29,banyakin promo yaa hehehe,4,banyakin promo yaa hehehe,"['banyakin', 'promo', 'yaa', 'hehehe']",banyakin promo yaa hehehe
sejauh ini baik.trims.,5,22,sejauh ini baiktrims,3,sejauh ini baiktrims,"['jauh', 'baiktrims']",jauh baiktrims
"kenapa akhir-akhir ini gojek suka susah nemuin titik lokasi,padahal sebelum2nya gampang.ditambah drivernya susah di chat..tolong diperbaiki",2,139,kenapa akhirakhir ini gojek suka susah nemuin titik lokasipadahal sebelumnya gampangditambah drivernya susah di chattolong diperbaiki,16,kenapa akhirakhir ini gojek suka susah nemuin titik lokasipadahal sebelumnya gampangditambah drivernya susah di chattolong diperbaiki,"['akhirakhir', 'gojek', 'suka', 'susah', 'nemuin', 'titik', 'lokasipadahal', 'belum', 'gampangditambah', 'drivernya', 'susah', 'chattolong', 'baik']",akhirakhir gojek suka susah nemuin titik lokasipadahal belum gampangditambah drivernya susah chattolong baik
"pelayanan sudah bagus & nyaman, tapi terkadang ada oknum yang narik sambil merokok!",5,83,pelayanan sudah bagus nyaman tapi terkadang ada oknum yang narik sambil merokok,12,pelayanan sudah bagus nyaman tapi terkadang ada oknum yang narik sambil merokok,"['layan', 'bagus', 'nyaman', 'terkadang', 'oknum', 'narik', 'rokok']",layan bagus nyaman terkadang oknum narik rokok
"drivernya tau jalan, padahal saya belum pernah ke alamat tempat tujuan itu 👍👍👍",5,78,drivernya tau jalan padahal saya belum pernah ke alamat tempat tujuan itu,12,drivernya tau jalan padahal saya belum pernah ke alamat tempat tujuan itu,"['drivernya', 'tau', 'jalan', 'padahal', 'pernah', 'alamat', 'tempat', 'tuju']",drivernya tau jalan padahal pernah alamat tempat tuju
driver min atitude maen nylonong masuk aja tolol,1,48,driver min atitude maen nylonong masuk aja tolol,8,driver min atitude maen nylonong masuk saja tolol,"['driver', 'min', 'atitude', 'maen', 'nylonong', 'masuk', 'tolol']",driver min atitude maen nylonong masuk tolol
kadang pesan gofood gak ada kembalian. biasakan driver mitra kalian siapin uang kecil buat kembalian! maaf saya kasih rating 1. 😞,1,129,kadang pesan gofood gak ada kembalian biasakan driver mitra kalian siapin uang kecil buat kembalian maaf saya kasih rating,19,kadang pesan gofood gak ada kembalian biasakan driver mitra kalian siapin uang kecil buat kembalian maaf saya kasih rating,"['kadang', 'pesan', 'gofood', 'gak', 'kembali', 'biasa', 'driver', 'mitra', 'kalian', 'siapin', 'uang', 'kecil', 'buat', 'kembali', 'maaf', 'kasih', 'rating']",kadang pesan gofood gak kembali biasa driver mitra kalian siapin uang kecil buat kembali maaf kasih rating
"go food nya jelek, nggak bisa cancel padahal restoran nya tutup. kalo driver yang cancel akan mencari driver baru gitu aja dari malam sampe subuh.",1,146,go food nya jelek nggak bisa cancel padahal restoran nya tutup kalo driver yang cancel akan mencari driver baru gitu aja dari malam sampe subuh,25,go food nya jelek tidak bisa cancel padahal restoran nya tutup kalo driver yang cancel akan mencari driver baru gitu saja dari malam sampe subuh,"['go', 'food', 'nya', 'jelek', 'cancel', 'padahal', 'restoran', 'nya', 'tutup', 'kalo', 'driver', 'cancel', 'cari', 'driver', 'baru', 'gitu', 'malam', 'sampe', 'subuh']",go food nya jelek cancel padahal restoran nya tutup kalo driver cancel cari driver baru gitu malam sampe subuh
"so far mulai membaik, semoga terus kayak gini kedepannya",4,56,so far mulai membaik semoga terus kayak gini kedepannya,9,so far mulai membaik semoga terus kayak gini kedepannya,"['so', 'far', 'mulai', 'baik', 'moga', 'terus', 'kayak', 'gin', 'depan']",so far mulai baik moga terus kayak gin depan
gofood dipaksa mengunakan yang ekspres tapi tetap telat,1,55,gofood dipaksa mengunakan yang ekspres tapi tetap telat,8,gofood dipaksa mengunakan yang ekspres tapi tetap telat,"['gofood', 'paksa', 'mengunakan', 'ekspres', 'tetap', 'telat']",gofood paksa mengunakan ekspres tetap telat
"utk gofood tolong jgn rugikan merchant donk, masa customer komplain krn pesanan kurang satu trus ajukan pengembalian dana lah masa dana yg dibayarkan di tarik semua bhkn lbh dari nominal pembayaran, otomatis kita rugi besar donk, jgn krn modus2 gitu justru kita yg di rugikan, jelas2 kita melayani sesuai pesanan klo pun ada kekurangan kan hrs komplain di hari dan tanggal yg sama, ini komplain udh beda hari beda tanggal lalu ajukan pengembalian kok msh di layani dan dana pembayaran ditarik semua.",1,499,utk gofood tolong jgn rugikan merchant donk masa customer komplain krn pesanan kurang satu trus ajukan pengembalian dana lah masa dana yg dibayarkan di tarik semua bhkn lbh dari nominal pembayaran otomatis kita rugi besar donk jgn krn modus gitu justru kita yg di rugikan jelas kita melayani sesuai pesanan klo pun ada kekurangan kan hrs komplain di hari dan tanggal yg sama ini komplain udh beda hari beda tanggal lalu ajukan pengembalian kok msh di layani dan dana pembayaran ditarik semua,82,utk gofood tolong jgn rugikan merchant donk masa customer komplain karena pesanan kurang satu trus ajukan pengembalian dana lah masa dana yg dibayarkan di tarik semua bhkn lbh dari nominal pembayaran otomatis kita rugi besar donk jgn karena modus gitu justru kita yg di rugikan jelas kita melayani sesuai pesanan klo pun ada kekurangan kan hrs komplain di hari dan tanggal yg sama ini komplain sudah beda hari beda tanggal lalu ajukan pengembalian kok msh di layani dan dana pembayaran ditarik semua,"['utk', 'gofood', 'jgn', 'rugi', 'merchant', 'donk', 'masa', 'customer', 'komplain', 'pesan', 'kurang', 'satu', 'trus', 'aju', 'kembali', 'dana', 'lah', 'masa', 'dana', 'yg', 'bayar', 'tarik', 'semua', 'bhkn', 'lbh', 'nominal', 'bayar', 'otomatis', 'rugi', 'besar', 'donk', 'jgn', 'modus', 'gitu', 'justru', 'yg', 'rugi', 'jelas', 'layan', 'sesuai', 'pesan', 'klo', 'kurang', 'kan', 'hrs', 'komplain', 'hari', 'tanggal', 'yg', 'sama', 'komplain', 'beda', 'hari', 'beda', 'tanggal', 'lalu', 'aju', 'kembali', 'kok', 'msh', 'layan', 'dana', 'bayar', 'tarik', 'semua']",utk gofood jgn rugi merchant donk masa customer komplain pesan kurang satu trus aju kembali dana lah masa dana yg bayar tarik semua bhkn lbh nominal bayar otomatis rugi besar donk jgn modus gitu justru yg rugi jelas layan sesuai pesan klo kurang kan hrs komplain hari tanggal yg sama komplain beda hari beda tanggal lalu aju kembali kok msh layan dana bayar tarik semua
"najis bgt driver skrg pada gak mau duit apa, lelet udh pesen prioritas jg gilak.",2,80,najis bgt driver skrg pada gak mau duit apa lelet udh pesen prioritas jg gilak,15,najis banget driver skrg pada gak mau duit apa lelet sudah pesen prioritas jg gilak,"['najis', 'banget', 'driver', 'skrg', 'gak', 'mau', 'duit', 'apa', 'lelet', 'sen', 'prioritas', 'jg', 'gilak']",najis banget driver skrg gak mau duit apa lelet sen prioritas jg gilak
"bagus dan praktis sebenarnya karena langsung tersambung dengan gopay. sangat membantu saya yg kaum cashless, tapi kenapa di wilayah saya setiap hujan susah dapat driver ya? even hujannya sudah berhenti sekalipun tetap susah dapat driver. jujur aja ya ini bikin ga nyaman",3,270,bagus dan praktis sebenarnya karena langsung tersambung dengan gopay sangat membantu saya yg kaum cashless tapi kenapa di wilayah saya setiap hujan susah dapat driver ya even hujannya sudah berhenti sekalipun tetap susah dapat driver jujur aja ya ini bikin ga nyaman,42,bagus dan praktis sebenarnya karena langsung tersambung dengan gopay sangat membantu saya yg kaum cashless tapi kenapa di wilayah saya setiap hujan susah dapat driver ya even hujannya sudah berhenti sekalipun tetap susah dapat driver jujur saja ya ini bikin tidak nyaman,"['bagus', 'praktis', 'benar', 'langsung', 'sambung', 'gopay', 'sangat', 'bantu', 'yg', 'kaum', 'cashless', 'wilayah', 'hujan', 'susah', 'driver', 'even', 'hujan', 'henti', 'sekalipun', 'tetap', 'susah', 'driver', 'jujur', 'bikin', 'nyaman']",bagus praktis benar langsung sambung gopay sangat bantu yg kaum cashless wilayah hujan susah driver even hujan henti sekalipun tetap susah driver jujur bikin nyaman
dah brapa puluh tau pake gojek pake gopay ga pernah masalah. limit gede jg anda yg kasih bukan sy yg ajukan. tiba2 banget di blokir limit karna di bilang score credit rendah. ga pake bukti n notifikasi langsung main blokir aja. kocak2.,1,235,dah brapa puluh tau pake gojek pake gopay ga pernah masalah limit gede jg anda yg kasih bukan sy yg ajukan tiba banget di blokir limit karna di bilang score credit rendah ga pake bukti n notifikasi langsung main blokir aja kocak,42,dah brapa puluh tau pake gojek pake gopay tidak pernah masalah limit gede jg anda yg kasih bukan sy yg ajukan tiba banget di blokir limit karna di bilang score credit rendah tidak pake bukti n notifikasi langsung main blokir saja kocak,"['dah', 'brapa', 'puluh', 'tau', 'pake', 'gojek', 'pake', 'gopay', 'pernah', 'masalah', 'limit', 'gede', 'jg', 'yg', 'kasih', 'bukan', 'sy', 'yg', 'aju', 'tiba', 'banget', 'blokir', 'limit', 'karna', 'bilang', 'score', 'credit', 'rendah', 'pake', 'bukti', 'n', 'notifikasi', 'langsung', 'main', 'blokir', 'kocak']",dah brapa puluh tau pake gojek pake gopay pernah masalah limit gede jg yg kasih bukan sy yg aju tiba banget blokir limit karna bilang score credit rendah pake bukti n notifikasi langsung main blokir kocak
"buruk banget, driver ya saya udah nunggu lama dia malah makin jauh dri maps tiba tiba dia suruh saya cancel kurang ajar, pdhal saya mau kerumah sakit tolong lah ajarin driver2 kalian lebihhh ngehargain org, ga sekali dua kali dapet beginian. nyusahin bgt!!!",1,257,buruk banget driver ya saya udah nunggu lama dia malah makin jauh dri maps tiba tiba dia suruh saya cancel kurang ajar pdhal saya mau kerumah sakit tolong lah ajarin driver kalian lebihhh ngehargain org ga sekali dua kali dapet beginian nyusahin bgt,43,buruk banget driver ya saya udah nunggu lama dia malah makin jauh dri maps tiba tiba dia suruh saya cancel kurang ajar pdhal saya mau kerumah sakit tolong lah ajarin driver kalian lebihhh ngehargain org tidak sekali dua kali dapet beginian nyusahin banget,"['buruk', 'banget', 'driver', 'udah', 'nunggu', 'lama', 'malah', 'makin', 'jauh', 'dri', 'maps', 'tiba', 'tiba', 'suruh', 'cancel', 'kurang', 'ajar', 'pdhal', 'mau', 'rumah', 'sakit', 'lah', 'ajarin', 'driver', 'kalian', 'lebihhh', 'ngehargain', 'org', 'sekali', 'kali', 'dapet', 'begini', 'nyusahin', 'banget']",buruk banget driver udah nunggu lama malah makin jauh dri maps tiba tiba suruh cancel kurang ajar pdhal mau rumah sakit lah ajarin driver kalian lebihhh ngehargain org sekali kali dapet begini nyusahin banget
